id_video,num_likes,num_comentarios,num_guardados,num_compartidos
7283234121889926430,4354,29,2616,156
7328535026151214341,63.9K,205,25.3K,1279
7189672865829276974,6380,35,4345,518
7133719414720990470,12.2K,83,5795,254
6985572372237667590,653,6,172,17
7201440308695928070,30.1K,78,5198,275
7341138596763651333,174.8K,938,60.8K,4132
7133638510786972970,25.2K,85,14.3K,353
