id_video,num_likes,num_comentarios,num_guardados,num_compartidos
7403984179597151493,1700,23,732,62
7407930608619474208,1580,21,557,53
7395810131729992966,755,9,441,55
7298351204738845985,1735,27,861,46
7157306156396956974,40.1K,205,13.3K,4929
7409806957252676869,244,6,55,4
7146248995168374022,770,43,317,39
7363367607405153568,594.5K,1697,165.9K,15.9K
7180344077181783302,710,20,332,74
7157676956673281326,1577,19,774,70
