id_video,num_likes,num_comentarios,num_guardados,num_compartidos
7428789400760257798,5856,65,1865,93
7326908076156587270,18K,192,5264,274
7126141063877643525,140.2K,700,46.9K,1819
7406078655497112865,448.5K,14.2K,53.2K,46.8K
7327861383733824773,11.4K,401,974,263
7416220642334248198,327.4K,3300,29.3K,8881
