id_video,num_likes,num_comentarios,num_guardados,num_compartidos
7323320713501248774,27.3K,175,1200,289
7429045185205554438,780,46,56,43
7406078655497112865,448.5K,14.2K,53.2K,46.8K
7165319854440942854,44.7K,155,15.7K,2727
7321047310861978886,125.9K,474,34.5K,3085
