id_video,num_likes,num_comentarios,num_guardados,num_compartidos
7120309898235170053,226,16,32,28
7115122198423113006,1453,21,487,32
7255684024553704710,144,2,12,1
7328535026151214341,63.9K,205,25.3K,1279
7431535859112938774,33,7,11,2
7174824596250561835,138,0,16,1
7164774378859679018,1207,5,26,12
7132335661603900714,1869,28,3,20
