id_video,num_likes,num_comentarios,num_guardados,num_compartidos
7268867118920224005,6529,317,896,122
7217914893389860102,1.5M,3919,129.3K,20K
7345196673599081760,112.1K,351,32.5K,10.8K
7334851032117202209,1124,21,687,418
7412711643345358086,28.1K,735,5285,3251
7332347714216283397,36.3K,177,3690,236
7419348189397978373,90,32,26,8
7355586515172379910,58.4K,307,5133,501
