id_video,num_likes,num_comentarios,num_guardados,num_compartidos
7443136178037050646,4967,23,844,158
7314358971488374048,104.3K,234,48.9K,4387
7284690998985362693,423.1K,623,177K,17.1K
7371985148318977286,517,7,245,21
7343078023824018693,438,11,81,13
7374604200984038661,1384,8,357,33
7418686671341899013,3993,59,1219,185
7436804325088988462,2543,13,808,43
6958268890317114630,903,18,128,13
7277008787846761734,69.1K,217,27.6K,3425
7393014561697271072,34,5,8,3
7207842117652122886,8175,62,2187,518
