id_video,fecha_recuperacion,fecha_publicacion,reproducciones,nombre_usuario,titulo,etiquetas,url_video,url_perfil
7228401345827474694,2024-12-02 17:22:41.578177,2023-5-1,2.7M,letrasduras06, ,#letras #viral #fyp #letrasdecanciones #lyrics #mora #escalofrios #applemusic #apple ,https://www.tiktok.com/@letrasduras06/video/7228401345827474694,https://www.tiktok.com/@letrasduras06
7265121588440321286,2024-12-02 17:22:41.589867,2023-8-8,234.1K,brujeriatech,Se dice que esto hará que Apple Music le gane a Spotify ,#brujeriatech #aquiteloexplico #spotify #apple ,https://www.tiktok.com/@brujeriatech/video/7265121588440321286,https://www.tiktok.com/@brujeriatech
7157024418638662918,2024-12-02 17:22:41.600867,2022-10-21,18.7K,ticoacostamx,Respuesta a ,@maumorales5 #applemusic #spotify ,https://www.tiktok.com/@ticoacostamx/video/7157024418638662918,https://www.tiktok.com/@ticoacostamx
7350061477463690529,2024-12-02 17:22:41.611366,3-24,8.8M,bestlyriczz,Hard 2 Face Reality..🎵 ,#music #lyrics #fyp #applemusic ,https://www.tiktok.com/@bestlyriczz/video/7350061477463690529,https://www.tiktok.com/@bestlyriczz
7342138816896978178,2024-12-02 17:22:41.622365,3-3,1.9M,i.teeclub,ใครทีมไหนครับ Spotify หรือ apple music ✨ มาขิงกันหน่อยครับ 😂  ส่วนผมทีมขึ้นต้นด้วย app ลงท้ายด้วย sic 🤣🤣  ,#applemusic #spotify #iteeclub #tiktokuni ,https://www.tiktok.com/@i.teeclub/video/7342138816896978178,https://www.tiktok.com/@i.teeclub
7159186948836396293,2024-12-02 17:22:41.633909,2022-10-27,1.3M,saca.technology,Apple Music vs. Spotify: ¿Cuál es mejor?  ,#applemusic #spotify #spotifywrapped #musica #music #taylorswift #coldplay ,https://www.tiktok.com/@saca.technology/video/7159186948836396293,https://www.tiktok.com/@saca.technology
7195931427450473730,2024-12-02 17:22:41.644943,2023-2-3,394.1K,bumoe2,に返信 コメント貰ったので解説動画です！分からない所あればコメントください！,@か ,https://www.tiktok.com/@bumoe2/video/7195931427450473730,https://www.tiktok.com/@bumoe2
7443845421581077816,2024-12-02 17:22:41.654938,Hace 7 h,14.2K,assi.zh, ,#applemusic ,https://www.tiktok.com/@assi.zh/video/7443845421581077816,https://www.tiktok.com/@assi.zh
7333068795889716485,2024-12-02 17:22:41.665959,2-7,10.5K,zshuy_,Es que neta por usan spotify teniendo apple music 😭😭😭  ,#applemusic #spotify #spotifyvsapplemusic #iphone #applemusicplaylist ,https://www.tiktok.com/@zshuy_/video/7333068795889716485,https://www.tiktok.com/@zshuy_
7443691935174511918,2024-12-02 17:22:41.677377,Hace 17 h,250,omar_musico,Si Tu Quieres ,#newsong #nuevolanzamiento #applemusic #spotify #fyp ,https://www.tiktok.com/@omar_musico/video/7443691935174511918,https://www.tiktok.com/@omar_musico
7310431175410011397,2024-12-02 17:22:41.688890,2023-12-8,1.4M,nanielaaaaa,Spotify vs apple music 😱😱😱  ,#paratii #spotify #applemusic #viral #parati #fyp #tendencia #musica ,https://www.tiktok.com/@nanielaaaaa/video/7310431175410011397,https://www.tiktok.com/@nanielaaaaa
7398403645055798558,2024-12-02 17:22:41.700802,8-1,315.3K,lyrics4u82,Charli XCX - Apple ,#charlixcx #apple #lyrics #music @Charli XCX ,https://www.tiktok.com/@lyrics4u82/video/7398403645055798558,https://www.tiktok.com/@lyrics4u82
7432391533564857605,2024-12-02 17:22:41.713789,11-1,1447,alejandra._82w, 😍✨,#CapCut ,https://www.tiktok.com/@alejandra._82w/video/7432391533564857605,https://www.tiktok.com/@alejandra._82w
7135130019587706139,2024-12-02 17:22:41.724786,2022-8-23,590.9K,reztechtok,Untung HP gw masih ada Slot SD Card 👍,NaN,https://www.tiktok.com/@reztechtok/video/7135130019587706139,https://www.tiktok.com/@reztechtok
7393288361340931346,2024-12-02 17:22:41.735533,7-19,128.2K,mzkmilk,最後の方法知らない方多いかも🥺🎧🩵💘🎶 ,#iphone裏ワザ #iphone裏技 #applemusic #プレイリスト #ライフハック ,https://www.tiktok.com/@mzkmilk/video/7393288361340931346,https://www.tiktok.com/@mzkmilk
