timestamp,content,comments,retweets,likes,analytics,tags,tweet_link,tweet_id,Sentimiento
2024-09-19T14:00:01.000Z,Meet my Wallpapers Collectionhttps://juliotrois.com.br#notion #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp #wallpaper #Wallpapers,0,0,1,55,"['#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp', '#wallpaper', '#Wallpapers']",https://x.com/julio_trois/status/1836767205205106959,tweet_id:1836767205205106959,neutral
2024-09-18T16:00:00.000Z," NordLocker Promotion - Super Discount, enjoy!https://go.nordlocker.net/SH6Sj#notion #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp",0,0,1,55,"['#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp']",https://x.com/julio_trois/status/1836435011538419757,tweet_id:1836435011538419757,positivo
2024-09-18T15:00:00.000Z,Get to know my BoardGame Print & Play!https://juliotrois.com.br#boardgames #notion #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp,0,0,1,37,"['#boardgames', '#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp']",https://x.com/julio_trois/status/1836419912170197346,tweet_id:1836419912170197346,neutral
2024-09-18T14:00:02.000Z,Meet my Wallpapers Collectionhttps://juliotrois.com.br#notion #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp #wallpaper #Wallpapers,0,0,2,96,"['#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp', '#wallpaper', '#Wallpapers']",https://x.com/julio_trois/status/1836404819541532757,tweet_id:1836404819541532757,neutral
2024-09-18T13:51:56.000Z,"achiever | Notion Template

The text describes a template for yearly reflections and goal setting by Michaela, available for browsing and preview.#notiontemplate #notiontemplates #notiontwt #notion #buildwithnotion #notiontemplateideas #notionapp",0,0,0,29,"['#notiontemplate', '#notiontemplates', '#notiontwt', '#notion', '#buildwithnotion', '#notiontemplateideas', '#notionapp']",https://x.com/notiontemplate_/status/1836402780136726616,tweet_id:1836402780136726616,positivo
2024-09-17T20:31:16.000Z,"Academics | Notion Template

Browse and download free Academia template by Helena. View terms and conditions. Find similar templates.#notiontemplate #notiontemplates #notiontwt #notion #buildwithnotion #notiontemplateideas #notionapp",0,0,0,28,"['#notiontemplate', '#notiontemplates', '#notiontwt', '#notion', '#buildwithnotion', '#notiontemplateideas', '#notionapp']",https://x.com/notiontemplate_/status/1836140889137152037,tweet_id:1836140889137152037,positivo
2024-09-17T17:00:00.000Z,Special Offer! Bundle!https://juliotrois.com.br#notion  #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp  #wallpaper #wallpapers #poster #posterdesign #posters,0,0,2,89,"['#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp', '#wallpaper', '#wallpapers', '#poster', '#posterdesign', '#posters']",https://x.com/julio_trois/status/1836087722475393211,tweet_id:1836087722475393211,positivo
2024-09-17T16:00:00.000Z, NordPass Promotionhttps://go.nordpass.io/SH6HS#notion #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp,0,0,1,43,"['#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp']",https://x.com/julio_trois/status/1836072622003720568,tweet_id:1836072622003720568,neutral
2024-09-17T15:00:03.000Z,Get to know my BoardGame Print & Play!https://juliotrois.com.br#boardgames #notion #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp,0,0,1,38,"['#boardgames', '#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp']",https://x.com/julio_trois/status/1836057534387437962,tweet_id:1836057534387437962,neutral
2024-09-17T14:00:02.000Z,Meet my Wallpapers Collection inspired by https://juliotrois.com.br#notion #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp #wallpaper #Wallpapers,0,0,3,110,"['#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp', '#wallpaper', '#Wallpapers']",https://x.com/julio_trois/status/1836042430606622936,tweet_id:1836042430606622936,neutral
2024-09-16T17:00:00.000Z,Special Offer! Bundle!https://juliotrois.com.br#notion  #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp  #wallpaper #wallpapers #poster #posterdesign #posters,0,0,2,93,"['#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp', '#wallpaper', '#wallpapers', '#poster', '#posterdesign', '#posters']",https://x.com/julio_trois/status/1835725335968555303,tweet_id:1835725335968555303,positivo
2024-09-16T16:00:01.000Z, NordVPN Promotion: 74% OFF + 3 months free!https://go.nordvpn.net/SH52i#notion #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp,0,0,1,45,"['#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp']",https://x.com/julio_trois/status/1835710241054638169,tweet_id:1835710241054638169,neutral
2024-09-16T15:00:01.000Z,Get to know my BoardGame Print & Play!https://juliotrois.com.br#boardgames #notion #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp,0,0,1,33,"['#boardgames', '#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp']",https://x.com/julio_trois/status/1835695140167618768,tweet_id:1835695140167618768,neutral
2024-09-16T14:00:01.000Z,Make your Phone lock screen much more stylish and nostalgic with this  collection of 10 Wallpapers inspired by the iPod and Walkman! https://juliotrois.com.br#notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp #wallpaper #wallpapers #iphone,0,0,2,313,"['#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp', '#wallpaper', '#wallpapers', '#iphone']",https://x.com/julio_trois/status/1835680039452696666,tweet_id:1835680039452696666,positivo
2024-09-13T16:00:00.000Z,Shopify! Bring your ideas to life for $ 1/month!https://shopify.pxf.io/c/4043140/1061744/13624…#notion #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp,0,0,2,99,"['#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp']",https://x.com/julio_trois/status/1834623070885330976,tweet_id:1834623070885330976,neutral
2024-09-13T15:00:02.000Z,Meet my Template for Dark and Light Mode Available!https://juliotrois.com.br#notion #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp,0,0,3,67,"['#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp']",https://x.com/julio_trois/status/1834607979448221804,tweet_id:1834607979448221804,positivo
2024-09-13T14:00:02.000Z,Meet my Template for Dark and Light Mode Available!https://juliotrois.com.br#notion #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp,0,0,2,70,"['#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp']",https://x.com/julio_trois/status/1834592882004775280,tweet_id:1834592882004775280,positivo
2024-09-12T17:00:01.000Z,Special Offer! Bundle!https://juliotrois.com.br#notion  #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp  #wallpaper #wallpapers #poster #posterdesign #posters,0,0,1,54,"['#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp', '#wallpaper', '#wallpapers', '#poster', '#posterdesign', '#posters']",https://x.com/julio_trois/status/1834275787723182430,tweet_id:1834275787723182430,positivo
2024-09-12T15:00:00.000Z,Meet my Template for Dark and Light Mode Available!https://juliotrois.com.br#notion #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp,0,0,1,26,"['#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp']",https://x.com/julio_trois/status/1834245585928421756,tweet_id:1834245585928421756,positivo
2024-09-12T14:00:01.000Z,Meet my Template for Dark and Light Mode Available!https://juliotrois.com.br#notion #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp,0,0,2,85,"['#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp']",https://x.com/julio_trois/status/1834230486966718574,tweet_id:1834230486966718574,positivo
2024-09-11T16:00:02.000Z," NordLocker Promotion - Super Discount, enjoy!https://go.nordlocker.net/SH6Sj#notion #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp",0,0,1,46,"['#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp']",https://x.com/julio_trois/status/1833898304259977482,tweet_id:1833898304259977482,positivo
2024-09-11T14:00:02.000Z,Meet my Template for Dark and Light Mode Available!https://juliotrois.com.br#notion #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp,0,0,4,107,"['#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp']",https://x.com/julio_trois/status/1833868103652147400,tweet_id:1833868103652147400,positivo
2024-09-11T14:00:00.000Z,Become a Member and receive Notion Premium Template and Wallpapers every month!https://juliotrois.com.br#notion #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp,1,0,2,82,"['#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp']",https://x.com/julio_trois/status/1833868097536540862,tweet_id:1833868097536540862,neutral
2024-09-10T17:00:01.000Z,Special Offer! Bundle!https://juliotrois.com.br#notion  #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp  #wallpaper #wallpapers #poster #posterdesign #posters,0,0,1,68,"['#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp', '#wallpaper', '#wallpapers', '#poster', '#posterdesign', '#posters']",https://x.com/julio_trois/status/1833551012285846011,tweet_id:1833551012285846011,positivo
2024-09-10T16:00:01.000Z, NordPass Promotionhttps://go.nordpass.io/SH6HS#notion #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp,0,0,1,40,"['#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp']",https://x.com/julio_trois/status/1833535910589419901,tweet_id:1833535910589419901,neutral
2024-09-10T15:00:02.000Z,Meet my Template for Dark and Light Mode Available!https://juliotrois.com.br#notion #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp,0,0,1,31,"['#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp']",https://x.com/julio_trois/status/1833520817377862100,tweet_id:1833520817377862100,positivo
2024-09-10T14:00:02.000Z,Meet my Template for Dark and Light Mode Available!https://juliotrois.com.br#notion #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp,0,0,1,26,"['#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp']",https://x.com/julio_trois/status/1833505716570595359,tweet_id:1833505716570595359,positivo
2024-09-09T17:00:00.000Z,Special Offer! Bundle!https://juliotrois.com.br#notion  #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp  #wallpaper #wallpapers #poster #posterdesign #posters,0,0,2,124,"['#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp', '#wallpaper', '#wallpapers', '#poster', '#posterdesign', '#posters']",https://x.com/julio_trois/status/1833188620389470585,tweet_id:1833188620389470585,positivo
2024-09-09T16:00:00.000Z, NordVPN Promotion: 74% OFF + 3 months free!https://go.nordvpn.net/SH52i#notion #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp,0,0,2,90,"['#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp']",https://x.com/julio_trois/status/1833173521855598640,tweet_id:1833173521855598640,neutral
2024-09-09T15:00:02.000Z,Meet my Template for Dark and Light Mode Available!https://juliotrois.com.br#notion #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp,1,0,2,58,"['#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp']",https://x.com/julio_trois/status/1833158430179410164,tweet_id:1833158430179410164,positivo
2024-09-09T14:00:03.000Z,Meet my Template for Dark and Light Mode Available!https://juliotrois.com.br#notion #notiontwt #notiontemplate #builtwithnotion #notiontemplates #notionapp,0,0,1,57,"['#notion', '#notiontwt', '#notiontemplate', '#builtwithnotion', '#notiontemplates', '#notionapp']",https://x.com/julio_trois/status/1833143332341756211,tweet_id:1833143332341756211,positivo
2024-09-09T04:31:38.000Z,"Book Tracker by Tadeas Mutina | Notion Template

""Discover templates by Tadeas Mutina including Goal Tracker and Finance. Free to browse and download.""#notiontemplate #notiontemplates #notiontwt #notion #buildwithnotion #notiontemplateideas #notionapp",0,0,0,38,"['#notiontemplate', '#notiontemplates', '#notiontwt', '#notion', '#buildwithnotion', '#notiontemplateideas', '#notionapp']",https://x.com/notiontemplate_/status/1833000287566504074,tweet_id:1833000287566504074,positivo
